,clust,Award?,Balance,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
902,5,0,143378.0,3000.0,4.0,777.5,2.5,5905
903,3,0,120476.0,9406.0,14.0,0.0,0.0,5870
904,2,1,15835.0,57626.25,16.0,0.0,0.0,5825
905,0,1,203218.75,57626.25,35.0,500.0,1.0,5789
906,3,0,32141.0,3500.0,14.0,0.0,0.0,5768
907,3,0,967.0,980.0,2.0,0.0,0.0,5716
908,3,0,20281.0,0.0,0.0,0.0,0.0,5567
909,0,0,111072.0,50533.0,19.0,350.0,1.0,5541
910,3,0,2111.0,100.0,1.0,0.0,0.0,5962
911,0,1,203218.75,44591.0,23.0,250.0,1.0,5961
912,3,0,4600.0,140.0,1.0,0.0,0.0,5959
913,3,0,23390.0,1650.0,3.0,150.0,1.0,5958
914,5,1,203218.75,9022.0,24.0,777.5,2.5,5953
915,3,1,40189.0,0.0,0.0,0.0,0.0,5952
916,3,1,21747.0,0.0,0.0,0.0,0.0,5638
917,0,0,203218.75,57626.25,23.0,777.5,2.5,5523
918,4,0,203218.75,5000.0,1.0,0.0,0.0,5583
919,3,1,54148.0,40233.0,14.0,350.0,1.0,5949
920,3,0,25512.0,0.0,0.0,0.0,0.0,5393
921,3,0,28519.0,2125.0,2.0,0.0,0.0,5405
922,0,1,203218.75,57626.25,21.0,150.0,2.0,5951
923,4,1,163964.0,11385.0,11.0,0.0,0.0,5948
924,1,0,49736.0,3200.0,4.0,700.0,2.5,6038
925,6,1,10084.0,500.0,1.0,500.0,1.0,5946
926,1,1,22988.0,9347.0,14.0,777.5,2.5,5944
927,3,0,17739.0,437.0,4.0,0.0,0.0,5941
928,5,0,152426.0,6000.0,6.0,777.5,2.5,5939
929,3,0,34428.0,2625.0,10.0,0.0,0.0,5938
930,2,1,124030.0,57626.25,16.0,0.0,0.0,5934
931,3,0,17336.0,2375.0,12.0,0.0,0.0,5934
932,0,1,203218.75,57626.25,18.0,650.0,2.0,5931
933,3,0,29125.0,10930.0,14.0,0.0,0.0,5945
934,2,0,83848.0,28202.0,14.0,0.0,0.0,5927
935,2,1,133264.0,57626.25,21.0,0.0,0.0,5926
936,2,0,124869.0,30116.0,16.0,0.0,0.0,5924
937,2,1,39233.0,27545.0,13.0,0.0,0.0,5920
938,3,1,13050.0,13617.0,16.0,0.0,0.0,5920
939,2,0,90855.0,23992.0,13.0,0.0,0.0,5919
940,1,1,44824.0,21107.0,19.0,777.5,2.5,5916
941,3,1,3663.0,894.0,10.0,0.0,0.0,5916
942,3,1,44293.0,21920.0,21.0,100.0,1.0,5913
943,3,0,31319.0,7552.0,5.0,0.0,0.0,5912
944,3,0,40757.0,14002.0,11.0,0.0,0.0,5912
945,4,0,130356.0,150.0,1.0,150.0,1.0,5910
946,2,0,125077.0,21881.0,14.0,0.0,0.0,5905
947,0,0,203218.75,57626.25,21.0,500.0,1.0,5906
948,3,1,38150.0,16688.0,15.0,0.0,0.0,5854
949,3,0,20342.0,3291.0,9.0,0.0,0.0,5829
950,3,0,45781.0,6498.0,13.0,0.0,0.0,5801
951,3,0,144525.0,2833.0,4.0,0.0,0.0,5785
952,3,0,37571.0,7197.0,15.0,0.0,0.0,5762
953,2,0,112013.0,24943.0,14.0,0.0,0.0,5734
954,2,1,30638.0,48963.0,16.0,0.0,0.0,5696
955,2,1,55997.0,57626.25,23.0,0.0,0.0,5899
956,3,0,11447.0,1945.0,13.0,0.0,0.0,5902
957,3,0,17778.0,0.0,0.0,0.0,0.0,5897
958,1,1,13375.0,15732.0,38.0,777.5,2.5,5916
959,2,0,118572.0,21426.0,19.0,0.0,0.0,5892
960,3,0,13720.0,0.0,0.0,0.0,0.0,5884
961,3,0,11030.0,0.0,0.0,0.0,0.0,5884
962,0,1,8651.0,41586.0,22.0,777.5,2.5,5882
963,2,0,203218.75,53521.0,16.0,0.0,0.0,5878
964,3,1,26367.0,19649.0,15.0,0.0,0.0,5874
965,4,1,120945.0,4300.0,4.0,300.0,2.0,5871
966,0,1,2843.0,44130.0,35.0,777.5,2.5,5869
967,3,0,11782.0,0.0,0.0,0.0,0.0,5864
968,5,1,89480.0,2946.0,4.0,777.5,2.5,5902
969,1,1,20702.0,30451.0,24.0,777.5,2.5,5856
970,3,0,15108.0,2850.0,16.0,0.0,0.0,5876
971,3,1,24917.0,16239.0,13.0,150.0,1.0,5857
972,0,1,132910.0,57626.25,38.0,250.0,1.0,5856
973,3,0,61227.0,6957.0,10.0,0.0,0.0,5647
974,3,0,2117.0,769.0,7.0,0.0,0.0,5609
975,1,1,38964.0,35166.0,26.0,777.5,2.5,5553
976,1,0,20498.0,7826.0,20.0,777.5,2.5,5491
977,2,1,131554.0,57626.25,15.0,0.0,0.0,5428
978,3,0,55661.0,15107.0,13.0,0.0,0.0,5387
979,2,0,84949.0,41854.0,15.0,0.0,0.0,5336
980,4,0,139897.0,21065.0,28.0,50.0,1.0,5329
981,4,0,155587.0,6893.0,9.0,0.0,0.0,5279
982,3,0,24310.0,2815.0,6.0,0.0,0.0,5266
983,4,0,106115.0,16197.0,21.0,500.0,1.0,5219
984,0,1,203218.75,57626.25,15.0,777.5,2.0,5849
985,3,0,70671.0,0.0,0.0,0.0,0.0,5850
986,3,1,31593.0,3128.0,12.0,0.0,0.0,5846
987,2,0,101397.0,19173.0,12.0,0.0,0.0,5847
988,3,0,133052.0,17424.0,15.0,0.0,0.0,5843
989,3,0,37252.0,15774.0,19.0,0.0,0.0,5842
990,3,0,15241.0,0.0,0.0,0.0,0.0,5840
991,2,1,21101.0,7171.0,32.0,0.0,0.0,5839
992,2,0,80612.0,32334.0,20.0,0.0,0.0,5839
993,2,1,45542.0,57626.25,14.0,0.0,0.0,5835
994,3,1,5274.0,2074.0,11.0,0.0,0.0,5834
995,2,0,101089.0,23503.0,17.0,0.0,0.0,5834
996,3,0,7560.0,0.0,0.0,0.0,0.0,5833
997,2,1,203218.75,57626.25,16.0,0.0,0.0,5832
998,0,0,192046.0,54818.0,38.0,777.5,2.5,5829
999,2,0,203218.75,50120.0,12.0,0.0,0.0,5826
1000,2,0,141491.0,57626.25,6.0,0.0,0.0,5827
1001,2,1,89527.0,22206.0,14.0,0.0,0.0,5821
1002,4,0,203218.75,0.0,0.0,0.0,0.0,5822
1003,2,0,49430.0,31471.0,16.0,0.0,0.0,5822
1004,4,0,114070.0,16293.0,24.0,250.0,1.0,5818
1005,3,0,124004.0,9982.0,12.0,0.0,0.0,5815
1006,3,0,10497.0,0.0,0.0,0.0,0.0,5815
1007,3,1,8327.0,2900.0,4.0,150.0,1.0,5814
1008,3,0,25463.0,7973.0,14.0,0.0,0.0,5813
1009,2,1,85036.0,43825.0,21.0,0.0,0.0,5807
1010,3,1,11449.0,24415.0,11.0,0.0,0.0,5864
1011,3,0,54392.0,0.0,0.0,0.0,0.0,5807
1012,3,0,52577.0,441.0,12.0,0.0,0.0,5804
1013,3,1,80174.0,500.0,1.0,0.0,0.0,5804
1014,5,0,96827.0,12100.0,19.0,777.5,2.5,5801
1015,3,1,9489.0,5359.0,14.0,0.0,0.0,5807
1016,3,1,57587.0,2620.0,6.0,0.0,0.0,5799
1017,2,0,131306.0,32115.0,15.0,0.0,0.0,5797
1018,3,0,39985.0,15103.0,21.0,0.0,0.0,5794
1019,1,0,71627.0,3225.0,9.0,600.0,2.0,5793
1020,5,0,161396.0,26695.0,11.0,777.5,2.0,5792
1021,1,0,81300.0,3750.0,5.0,250.0,2.5,5791
1022,1,1,66015.0,26706.0,30.0,777.5,2.5,5790
1023,3,0,7800.0,200.0,1.0,0.0,0.0,5787
1024,3,0,27348.0,3084.0,4.0,0.0,0.0,5824
1025,5,1,153554.0,11786.0,6.0,777.5,2.5,5784
1026,3,0,42990.0,5345.0,3.0,0.0,0.0,5804
1027,3,1,16664.0,0.0,0.0,0.0,0.0,5778
1028,3,0,37618.0,17385.0,7.0,0.0,0.0,5818
1029,3,0,53384.0,16907.0,12.0,0.0,0.0,5778
1030,1,0,43326.0,1100.0,7.0,777.5,2.5,5776
1031,3,0,113683.0,11821.0,12.0,0.0,0.0,5773
1032,1,1,77930.0,37541.0,35.0,777.5,2.5,5773
1033,3,1,27625.0,27799.0,16.0,500.0,1.0,5772
1034,1,0,33835.0,2280.0,7.0,777.5,2.0,5771
1035,5,0,170049.0,10232.0,16.0,750.0,2.0,5770
1036,2,0,154664.0,57626.25,33.0,0.0,0.0,5769
1037,2,1,36935.0,34448.0,17.0,0.0,0.0,5766
1038,3,0,67904.0,81.0,1.0,0.0,0.0,5764
1039,3,1,57434.0,11140.0,16.0,0.0,0.0,5770
1040,3,0,11031.0,1600.0,5.0,0.0,0.0,5762
1041,4,0,78268.0,6172.0,13.0,500.0,1.0,5758
1042,2,1,98213.0,57626.25,29.0,0.0,0.0,5755
1043,3,1,9430.0,11323.0,13.0,0.0,0.0,5756
1044,3,1,5195.0,33050.0,3.0,50.0,1.0,5755
1045,3,0,9793.0,3100.0,2.0,0.0,0.0,5755
1046,3,1,34690.0,18124.0,14.0,0.0,0.0,5752
1047,2,0,138368.0,57626.25,13.0,0.0,0.0,5755
1048,2,0,63547.0,31745.0,14.0,0.0,0.0,5748
1049,2,0,203218.75,51202.0,20.0,0.0,0.0,5745
1050,3,0,14106.0,475.0,4.0,0.0,0.0,5749
1051,4,0,44026.0,12282.0,18.0,634.0,1.0,5738
1052,2,1,62183.0,38635.0,18.0,0.0,0.0,5738
1053,0,1,165534.0,57626.25,18.0,777.5,2.0,5736
1054,3,0,45358.0,14507.0,9.0,0.0,0.0,5735
1055,2,1,72325.0,56792.0,16.0,0.0,0.0,5731
1056,0,0,190285.0,57626.25,16.0,348.0,1.0,5728
1057,4,0,203218.75,16106.0,15.0,0.0,0.0,5728
1058,0,1,203218.75,57626.25,27.0,650.0,2.5,5724
1059,5,0,161546.0,8042.0,6.0,600.0,2.0,5722
1060,1,0,38884.0,2850.0,13.0,500.0,1.0,5729
1061,1,1,42040.0,14189.0,17.0,777.5,2.5,5717
1062,3,0,96988.0,7761.0,14.0,0.0,0.0,5715
1063,6,1,24394.0,3250.0,3.0,250.0,1.0,5713
1064,0,1,203218.75,57626.25,29.0,777.5,2.5,5710
1065,2,1,39313.0,24091.0,16.0,0.0,0.0,5706
1066,1,1,468.0,26650.0,14.0,550.0,2.5,5708
1067,5,0,146014.0,26366.0,17.0,700.0,2.5,5822
1068,3,1,42999.0,33801.0,12.0,350.0,1.0,5653
1069,3,0,37163.0,19318.0,14.0,0.0,0.0,4988
1070,3,1,6158.0,27754.0,14.0,0.0,0.0,5546
1071,2,0,108904.0,19931.0,17.0,0.0,0.0,5255
1072,6,0,25168.0,500.0,1.0,500.0,1.0,5547
1073,3,0,68454.0,13667.0,12.0,0.0,0.0,5559
1074,3,0,70877.0,8956.0,15.0,0.0,0.0,5696
1075,3,0,1057.0,433.0,5.0,0.0,0.0,5622
1076,2,1,35342.0,57626.25,12.0,0.0,0.0,5534
1077,3,0,16992.0,0.0,0.0,0.0,0.0,5582
1078,3,1,2558.0,6264.0,10.0,0.0,0.0,5581
1079,4,1,196093.0,14000.0,3.0,0.0,0.0,5595
1080,4,1,203218.75,10000.0,1.0,0.0,0.0,5472
1081,3,0,88500.0,2500.0,2.0,0.0,0.0,5090
1082,3,0,8719.0,2000.0,9.0,0.0,0.0,5671
1083,3,1,36936.0,2875.0,16.0,0.0,0.0,5492
1084,4,1,203218.75,6027.0,12.0,0.0,0.0,5587
1085,2,0,203218.75,48708.0,17.0,0.0,0.0,5657
1086,3,0,75428.0,7539.0,14.0,0.0,0.0,5609
1087,3,1,34383.0,22956.0,12.0,0.0,0.0,5611
1088,3,0,82120.0,8000.0,3.0,0.0,0.0,5619
1089,3,0,34546.0,1500.0,2.0,0.0,0.0,5612
1090,3,0,92641.0,5265.0,6.0,0.0,0.0,5568
1091,5,0,95100.0,1250.0,3.0,777.5,2.5,5671
1092,3,0,19960.0,0.0,0.0,0.0,0.0,4896
1093,2,1,47150.0,39561.0,18.0,0.0,0.0,5577
1094,3,1,1650.0,1250.0,3.0,250.0,1.0,5554
1095,4,1,100992.0,8144.0,16.0,409.0,2.0,5422
1096,3,1,68610.0,6115.0,12.0,0.0,0.0,5349
1097,2,0,75684.0,27320.0,9.0,0.0,0.0,5316
1098,3,0,42438.0,519.0,10.0,0.0,0.0,5349
1099,2,1,17645.0,57626.25,20.0,0.0,0.0,5660
1100,3,0,24545.0,0.0,0.0,0.0,0.0,5671
1101,3,0,84633.0,10771.0,10.0,0.0,0.0,5479
1102,0,1,103891.0,57626.25,21.0,777.5,2.5,5699
1103,2,1,39847.0,57626.25,38.0,150.0,1.0,5694
1104,3,0,47938.0,12656.0,13.0,0.0,0.0,5708
1105,0,1,88929.0,44932.0,20.0,650.0,2.0,5694
1106,2,0,129866.0,57626.25,30.0,0.0,0.0,5692
1107,3,0,22585.0,3430.0,3.0,0.0,0.0,5689
1108,1,1,47394.0,31347.0,19.0,777.5,2.5,5688
1109,3,0,73640.0,10192.0,14.0,0.0,0.0,5156
1110,0,0,203218.75,51296.0,20.0,500.0,1.0,5087
1111,2,1,203218.75,57626.25,27.0,0.0,0.0,5028
1112,0,0,117543.0,32355.0,21.0,600.0,2.0,4954
1113,2,0,102803.0,57626.25,20.0,0.0,0.0,5701
1114,4,0,89945.0,14218.0,16.0,350.0,1.0,5680
1115,4,1,203218.75,24215.0,8.0,322.0,1.0,5678
1116,3,0,69337.0,17740.0,13.0,0.0,0.0,5667
1117,3,0,140866.0,15906.0,17.0,0.0,0.0,5672
1118,3,0,25634.0,0.0,0.0,0.0,0.0,5663
1119,2,0,82078.0,40279.0,9.0,0.0,0.0,5664
1120,3,0,33327.0,1000.0,1.0,0.0,0.0,5664
1121,3,0,95783.0,14506.0,13.0,0.0,0.0,5659
1122,1,0,27591.0,8209.0,34.0,777.5,2.5,5659
1123,2,1,82114.0,57626.25,15.0,0.0,0.0,5658
1124,0,1,15917.0,57626.25,25.0,200.0,2.0,5653
1125,2,0,140511.0,32105.0,16.0,0.0,0.0,5651
1126,5,1,203218.75,18202.0,30.0,777.5,2.5,5652
1127,3,0,28223.0,8625.0,12.0,0.0,0.0,5651
1128,3,0,33129.0,30775.0,14.0,500.0,1.0,5647
1129,3,0,1625.0,1375.0,4.0,0.0,0.0,1547
1130,0,1,52819.0,37535.0,15.0,777.5,2.0,5645
1131,3,1,3507.0,14500.0,7.0,0.0,0.0,5643
1132,3,0,14769.0,500.0,1.0,0.0,0.0,5639
1133,3,0,37215.0,8199.0,8.0,0.0,0.0,5637
1134,0,1,115655.0,57626.25,21.0,500.0,1.0,5631
1135,4,1,179251.0,14775.0,16.0,200.0,2.0,5629
1136,3,1,24418.0,12533.0,13.0,0.0,0.0,5626
1137,1,0,34562.0,1770.0,9.0,250.0,2.5,5622
1138,2,1,144570.0,49052.0,15.0,0.0,0.0,5617
1139,3,0,24813.0,4066.0,10.0,0.0,0.0,5225
1140,2,1,48803.0,57626.25,14.0,0.0,0.0,5107
1141,3,1,22116.0,20809.0,14.0,0.0,0.0,5463
1142,3,0,8516.0,0.0,0.0,0.0,0.0,5566
1143,3,0,36079.0,22506.0,22.0,150.0,1.0,5323
1144,3,1,16872.0,28964.0,7.0,0.0,0.0,5479
1145,3,1,62895.0,8500.0,4.0,0.0,0.0,5520
1146,1,1,7383.0,7225.0,11.0,777.5,2.5,5238
1147,3,1,2261.0,15062.0,2.0,0.0,0.0,5556
1148,1,1,66950.0,17303.0,20.0,777.5,2.5,5464
1149,3,0,84856.0,6894.0,13.0,0.0,0.0,5547
1150,1,1,71128.0,17950.0,17.0,777.5,2.5,5162
1151,3,0,39654.0,1625.0,6.0,0.0,0.0,5518
1152,3,0,25214.0,1000.0,1.0,0.0,0.0,5598
1153,3,0,48775.0,17494.0,15.0,0.0,0.0,5588
1154,2,1,81952.0,57626.25,22.0,0.0,0.0,5427
1155,3,1,46535.0,25891.0,14.0,150.0,1.0,5399
1156,3,0,23130.0,5032.0,10.0,0.0,0.0,5500
1157,3,0,100443.0,12744.0,21.0,0.0,0.0,5492
1158,2,0,139664.0,57626.25,14.0,0.0,0.0,5505
1159,3,0,31769.0,0.0,0.0,0.0,0.0,5464
1160,3,1,60170.0,17235.0,14.0,0.0,0.0,5351
1161,3,0,33373.0,0.0,0.0,0.0,0.0,5427
1162,3,0,59385.0,22914.0,11.0,0.0,0.0,5476
1163,2,0,203218.75,57626.25,38.0,0.0,0.0,5517
1164,2,1,23379.0,11712.0,25.0,0.0,0.0,5499
1165,3,0,22372.0,14766.0,12.0,0.0,0.0,4950
1166,3,0,23120.0,4231.0,7.0,0.0,0.0,5615
1167,6,0,46157.0,1625.0,3.0,500.0,1.0,5609
1168,0,1,94896.0,38127.0,15.0,500.0,1.0,5602
1169,3,1,12091.0,29271.0,15.0,0.0,0.0,5609
1170,3,1,56451.0,9302.0,11.0,0.0,0.0,5597
1171,0,1,106309.0,21873.0,22.0,777.5,2.5,5594
1172,5,0,121853.0,18120.0,18.0,777.5,2.5,5589
1173,3,1,4137.0,15891.0,19.0,0.0,0.0,5588
1174,3,1,21676.0,15392.0,15.0,100.0,1.0,5584
1175,3,0,36644.0,14506.0,13.0,0.0,0.0,5583
1176,1,0,77102.0,13175.0,20.0,777.5,2.5,5581
1177,3,1,32214.0,12717.0,10.0,0.0,0.0,5576
1178,2,0,42351.0,28959.0,14.0,0.0,0.0,5594
1179,3,0,34450.0,26996.0,7.0,0.0,0.0,5566
1180,3,0,4151.0,375.0,3.0,0.0,0.0,5570
1181,0,1,60646.0,57011.0,18.0,50.0,1.0,5559
1182,6,1,44331.0,2850.0,3.0,350.0,1.0,5555
1183,3,0,76742.0,17910.0,13.0,0.0,0.0,5547
1184,3,0,27993.0,6000.0,3.0,0.0,0.0,5542
1185,3,0,67770.0,23960.0,15.0,0.0,0.0,5539
1186,2,1,30554.0,38243.0,25.0,0.0,0.0,5324
1187,5,1,123646.0,12450.0,30.0,777.5,2.5,5069
1188,5,1,203218.75,18372.0,15.0,777.5,2.5,5373
1189,3,0,6584.0,0.0,0.0,0.0,0.0,5118
1190,3,0,17489.0,5565.0,4.0,0.0,0.0,5380
1191,3,0,28941.0,2935.0,6.0,0.0,0.0,4692
1192,3,0,19085.0,827.0,11.0,0.0,0.0,5244
1193,0,1,56480.0,35841.0,31.0,500.0,1.0,5401
1194,3,0,8320.0,0.0,0.0,0.0,0.0,5164
1195,3,0,13640.0,1500.0,5.0,0.0,0.0,4923
1196,1,1,14739.0,1800.0,4.0,777.5,2.5,5332
1197,3,0,30594.0,3250.0,12.0,0.0,0.0,5017
1198,3,0,11162.0,0.0,0.0,0.0,0.0,4950
1199,3,0,15964.0,0.0,0.0,0.0,0.0,5325
1200,3,1,5583.0,3147.0,14.0,0.0,0.0,5365
1201,3,0,38822.0,2000.0,9.0,0.0,0.0,5304
1202,3,0,2305.0,0.0,0.0,0.0,0.0,5105
1203,3,0,39372.0,4296.0,10.0,0.0,0.0,5190
1204,3,1,25125.0,1875.0,8.0,0.0,0.0,5147
1205,3,0,10288.0,1250.0,3.0,0.0,0.0,5532
1206,5,1,135149.0,15300.0,19.0,777.5,2.5,5267
1207,1,1,4916.0,900.0,3.0,777.5,2.0,5107
1208,0,0,163976.0,39098.0,18.0,777.5,2.5,4922
1209,4,0,203218.75,3600.0,4.0,100.0,1.0,5412
1210,0,0,104442.0,38180.0,23.0,777.5,2.5,5029
1211,3,0,131992.0,12504.0,16.0,0.0,0.0,5372
1212,3,0,2278.0,0.0,0.0,0.0,0.0,5175
1213,1,1,34086.0,19669.0,18.0,777.5,2.5,5344
1214,3,0,8740.0,1250.0,3.0,0.0,0.0,5395
1215,2,0,203218.75,40945.0,13.0,0.0,0.0,5379
1216,3,1,26748.0,11981.0,14.0,0.0,0.0,5408
1217,1,0,65969.0,2550.0,5.0,777.5,2.5,5419
1218,3,0,10009.0,0.0,0.0,0.0,0.0,5353
1219,0,1,203218.75,28904.0,9.0,777.5,2.5,5408
1220,1,1,40965.0,9850.0,11.0,777.5,2.5,5429
1221,0,1,57509.0,52449.0,19.0,150.0,1.0,5441
1222,3,1,71503.0,7819.0,17.0,0.0,0.0,5080
1223,3,0,110247.0,13690.0,16.0,0.0,0.0,5272
1224,0,1,83572.0,57626.25,27.0,777.5,2.5,5231
1225,3,0,106234.0,11160.0,26.0,0.0,0.0,5238
1226,2,1,28205.0,57626.25,16.0,0.0,0.0,5267
1227,3,1,7239.0,15835.0,15.0,0.0,0.0,5343
1228,3,0,63638.0,0.0,0.0,0.0,0.0,5155
1229,1,0,31967.0,1600.0,4.0,350.0,2.0,5101
1230,3,0,97752.0,3676.0,10.0,0.0,0.0,5309
1231,3,0,8327.0,0.0,0.0,0.0,0.0,5268
1232,3,1,10179.0,5321.0,15.0,0.0,0.0,4989
1233,3,0,23786.0,16950.0,4.0,0.0,0.0,5364
1234,1,0,33020.0,6155.0,25.0,777.5,2.5,5322
1235,6,0,35316.0,1250.0,4.0,500.0,1.0,5330
1236,5,0,146086.0,6950.0,17.0,777.5,2.5,5345
1237,3,0,15352.0,1350.0,4.0,0.0,0.0,5359
1238,3,0,13522.0,5000.0,1.0,0.0,0.0,5162
1239,3,0,13949.0,0.0,0.0,0.0,0.0,5374
1240,1,1,99405.0,14150.0,11.0,777.5,2.5,5400
1241,3,0,50016.0,13495.0,14.0,0.0,0.0,4548
1242,3,0,23696.0,5577.0,10.0,0.0,0.0,5531
1243,3,0,55384.0,0.0,0.0,0.0,0.0,5309
1244,2,0,166465.0,57626.25,30.0,0.0,0.0,5531
1245,1,1,95207.0,30652.0,30.0,777.5,2.5,5531
1246,4,0,80431.0,2150.0,2.0,150.0,1.0,5531
1247,1,1,49288.0,12538.0,19.0,600.0,2.0,5353
1248,4,0,81291.0,10522.0,14.0,777.5,1.0,5154
1249,1,1,48877.0,11761.0,35.0,371.0,2.0,5371
1250,0,1,164884.0,35226.0,18.0,777.5,2.0,5283
1251,3,0,29707.0,300.0,3.0,0.0,0.0,5275
1252,1,1,26325.0,14559.0,20.0,777.5,2.0,5521
1253,3,0,28553.0,13844.0,5.0,0.0,0.0,5517
1254,4,0,152421.0,17045.0,20.0,500.0,1.0,5510
1255,3,1,17699.0,0.0,0.0,0.0,0.0,5505
1256,1,1,70565.0,25261.0,15.0,750.0,2.0,5499
1257,3,0,15450.0,50.0,1.0,50.0,1.0,5499
1258,2,1,71736.0,53602.0,25.0,50.0,1.0,5485
1259,3,0,37926.0,25153.0,7.0,0.0,0.0,5845
1260,3,0,58628.0,22581.0,13.0,0.0,0.0,5471
1261,1,1,31007.0,5700.0,6.0,777.5,2.5,5465
1262,1,1,11494.0,8425.0,15.0,777.5,2.5,5487
1263,3,0,27469.0,1.0,3.0,0.0,0.0,5461
1264,1,0,44760.0,3105.0,6.0,100.0,2.0,5455
1265,3,1,7210.0,2402.0,13.0,0.0,0.0,5449
1266,2,1,92402.0,40825.0,14.0,0.0,0.0,5443
1267,3,1,22831.0,4500.0,15.0,0.0,0.0,5442
1268,2,1,59113.0,46808.0,32.0,0.0,0.0,5435
1269,2,1,24608.0,57626.25,21.0,0.0,0.0,5430
1270,3,0,16103.0,10819.0,13.0,0.0,0.0,5427
1271,1,1,51261.0,2000.0,4.0,777.5,2.5,4904
1272,6,0,24698.0,1329.0,5.0,500.0,1.0,4267
1273,0,1,88177.0,53468.0,19.0,400.0,1.0,5080
1274,3,0,74453.0,5500.0,3.0,0.0,0.0,5181
1275,3,0,39601.0,4066.0,12.0,0.0,0.0,5434
1276,3,0,1227.0,0.0,0.0,0.0,0.0,5786
1277,2,1,138254.0,24100.0,9.0,0.0,0.0,5420
1278,3,1,18046.0,162.0,4.0,0.0,0.0,5416
1279,3,0,108395.0,8598.0,8.0,0.0,0.0,5416
1280,3,0,21839.0,1375.0,4.0,0.0,0.0,5411
1281,0,1,11542.0,49100.0,16.0,777.5,2.5,5405
1282,1,1,41648.0,32117.0,35.0,777.5,2.5,5408
1283,2,1,39908.0,45824.0,29.0,0.0,0.0,5394
1284,3,0,14889.0,1500.0,2.0,0.0,0.0,5393
1285,0,1,103796.0,57626.25,26.0,250.0,1.0,5021
1286,3,0,69323.0,5140.0,2.0,0.0,0.0,4786
1287,3,0,21599.0,5561.0,13.0,0.0,0.0,5302
1288,2,1,60936.0,56381.0,17.0,0.0,0.0,5051
1289,4,1,148053.0,10250.0,2.0,250.0,1.0,5301
1290,1,0,10702.0,200.0,2.0,200.0,2.0,5272
1291,3,1,249.0,1000.0,1.0,0.0,0.0,5204
1292,1,1,36290.0,8600.0,13.0,777.5,2.5,5111
1293,2,0,157416.0,57626.25,16.0,0.0,0.0,5132
1294,3,1,1511.0,2250.0,11.0,0.0,0.0,5051
1295,0,0,184701.0,45629.0,13.0,500.0,1.0,4989
1296,3,0,139298.0,0.0,0.0,0.0,0.0,4965
1297,3,0,82380.0,2601.0,13.0,0.0,0.0,5071
1298,5,1,115591.0,9500.0,20.0,777.5,2.5,4967
1299,1,0,107333.0,4374.0,5.0,777.5,2.5,5063
1300,5,0,203218.75,43993.0,38.0,777.5,2.5,5030
1301,3,0,23023.0,0.0,0.0,0.0,0.0,5087
1302,1,1,43403.0,3350.0,12.0,777.5,2.5,3930
1303,3,0,15719.0,5740.0,13.0,0.0,0.0,4974
1304,3,0,128676.0,8500.0,3.0,0.0,0.0,5164
1305,1,1,8836.0,4788.0,6.0,777.5,2.5,4544
1306,0,1,94875.0,57626.25,25.0,777.5,2.5,4736
1307,3,0,27243.0,6785.0,12.0,0.0,0.0,4606
1308,3,0,64969.0,1135.0,13.0,0.0,0.0,4996
1309,3,0,6112.0,0.0,0.0,0.0,0.0,5072
1310,2,0,71784.0,39276.0,20.0,0.0,0.0,4936
1311,3,0,31484.0,3125.0,11.0,0.0,0.0,4117
1312,3,0,17995.0,0.0,0.0,0.0,0.0,4994
1313,3,1,40994.0,26916.0,15.0,500.0,1.0,5078
1314,0,1,203218.75,57626.25,31.0,777.5,2.5,4666
1315,2,0,203218.75,30347.0,19.0,0.0,0.0,4792
1316,2,1,74777.0,20630.0,8.0,0.0,0.0,5384
1317,2,0,203218.75,24630.0,17.0,0.0,0.0,5240
1318,3,0,22132.0,0.0,0.0,0.0,0.0,5150
1319,1,1,83508.0,11268.0,13.0,777.5,2.0,5069
1320,2,0,88122.0,19408.0,13.0,0.0,0.0,5174
1321,0,1,152284.0,57626.25,38.0,777.5,2.5,4996
1322,3,1,4146.0,3750.0,9.0,0.0,0.0,5210
1323,3,0,25272.0,0.0,0.0,0.0,0.0,5189
1324,3,0,21855.0,200.0,3.0,0.0,0.0,5383
1325,2,1,63454.0,49068.0,13.0,0.0,0.0,5383
1326,3,1,24292.0,6558.0,10.0,0.0,0.0,5276
1327,2,1,60168.0,44133.0,16.0,0.0,0.0,4313
1328,3,1,9554.0,2710.0,3.0,0.0,0.0,5064
1329,3,1,30130.0,9192.0,15.0,0.0,0.0,4993
1330,2,0,12665.0,4125.0,24.0,0.0,0.0,4539
1331,3,0,9860.0,99.0,1.0,99.0,1.0,5055
1332,3,0,10069.0,200.0,1.0,0.0,0.0,4933
1333,3,0,2224.0,0.0,0.0,0.0,0.0,5098
1334,3,0,40576.0,0.0,0.0,0.0,0.0,5118
1335,3,0,5667.0,5667.0,4.0,0.0,0.0,4937
1336,3,0,59791.0,3254.0,7.0,0.0,0.0,4602
1337,0,1,128664.0,44298.0,16.0,50.0,1.0,5155
1338,4,0,126947.0,2350.0,2.0,350.0,1.0,5167
1339,2,0,189235.0,20487.0,20.0,0.0,0.0,5282
1340,3,0,38604.0,625.0,5.0,0.0,0.0,5184
1341,3,0,73008.0,12930.0,18.0,0.0,0.0,5050
1342,1,0,62942.0,4752.0,8.0,777.5,2.5,5070
