,clust,Award?,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
1197,0,0,30594,0,3250,12,0,0,5017
1198,1,0,11162,0,0,0,0,0,4950
1199,1,0,15964,0,0,0,0,0,5325
1200,0,1,5583,0,3147,14,0,0,5365
1201,1,0,38822,0,2000,9,0,0,5304
1202,1,0,2305,0,0,0,0,0,5105
1203,1,0,39372,0,4296,10,0,0,5190
1204,1,1,25125,0,1875,8,0,0,5147
1205,1,0,10288,0,1250,3,0,0,5532
1206,2,1,135149,0,15300,19,3800,17,5267
1207,1,1,4916,0,900,3,800,2,5107
1208,0,0,163976,0,39098,18,2594,4,4922
1209,1,0,207021,0,3600,4,100,1,5412
1210,4,0,104442,0,38180,23,1450,5,5029
1211,0,0,131992,0,12504,16,0,0,5372
1212,1,0,2278,0,0,0,0,0,5175
1213,0,1,34086,0,19669,18,1500,3,5344
1214,1,0,8740,0,1250,3,0,0,5395
1215,0,0,241918,0,40945,13,0,0,5379
1216,0,1,26748,0,11981,14,0,0,5408
1217,1,0,65969,0,2550,5,1050,3,5419
1218,1,0,10009,0,0,0,0,0,5353
1219,0,1,378759,0,28904,9,2303,4,5408
1220,3,1,40965,10098,9850,11,1850,6,5429
1221,4,1,57509,0,52449,19,150,1,5441
1222,0,1,71503,0,7819,17,0,0,5080
1223,0,0,110247,0,13690,16,0,0,5272
1224,4,1,83572,745,101110,27,1700,5,5231
1225,3,0,106234,5124,11160,26,0,0,5238
1226,4,1,28205,0,101685,16,0,0,5267
1227,0,1,7239,0,15835,15,0,0,5343
1228,1,0,63638,0,0,0,0,0,5155
1229,1,0,31967,0,1600,4,350,2,5101
1230,1,0,97752,0,3676,10,0,0,5309
1231,1,0,8327,0,0,0,0,0,5268
1232,0,1,10179,0,5321,15,0,0,4989
1233,1,0,23786,0,16950,4,0,0,5364
1234,0,0,33020,0,6155,25,1500,3,5322
1235,1,0,35316,0,1250,4,500,1,5330
1236,2,0,146086,0,6950,17,6950,17,5345
1237,1,0,15352,0,1350,4,0,0,5359
1238,1,0,13522,0,5000,1,0,0,5162
1239,1,0,13949,0,0,0,0,0,5374
1240,0,1,99405,0,14150,11,2150,9,5400
1241,0,0,50016,0,13495,14,0,0,4548
1242,1,0,23696,0,5577,10,0,0,5531
1243,1,0,55384,967,0,0,0,0,5309
1244,4,0,166465,0,98717,30,0,0,5531
1245,4,1,95207,0,30652,30,2348,8,5531
1246,1,0,80431,0,2150,2,150,1,5531
1247,0,1,49288,0,12538,19,600,2,5353
1248,0,0,81291,0,10522,14,1430,1,5154
1249,0,1,48877,0,11761,35,371,2,5371
1250,0,1,164884,0,35226,18,1734,2,5283
1251,1,0,29707,0,300,3,0,0,5275
1252,0,1,26325,0,14559,20,1310,2,5521
1253,1,0,28553,0,13844,5,0,0,5517
1254,0,0,152421,0,17045,20,500,1,5510
1255,1,1,17699,0,0,0,0,0,5505
1256,0,1,70565,2408,25261,15,750,2,5499
1257,1,0,15450,0,50,1,50,1,5499
1258,4,1,71736,0,53602,25,50,1,5485
1259,1,0,37926,0,25153,7,0,0,5845
1260,0,0,58628,0,22581,13,0,0,5471
1261,1,1,31007,0,5700,6,1200,4,5465
1262,0,1,11494,0,8425,15,4700,11,5487
1263,1,0,27469,0,1,3,0,0,5461
1264,1,0,44760,0,3105,6,100,2,5455
1265,0,1,7210,0,2402,13,0,0,5449
1266,0,1,92402,0,40825,14,0,0,5443
1267,0,1,22831,0,4500,15,0,0,5442
1268,4,1,59113,0,46808,32,0,0,5435
1269,4,1,24608,0,62774,21,0,0,5430
1270,0,0,16103,0,10819,13,0,0,5427
1271,1,1,51261,0,2000,4,2000,4,4904
1272,1,0,24698,0,1329,5,500,1,4267
1273,4,1,88177,0,53468,19,400,1,5080
1274,1,0,74453,0,5500,3,0,0,5181
1275,0,0,39601,0,4066,12,0,0,5434
1276,1,0,1227,0,0,0,0,0,5786
1277,0,1,138254,0,24100,9,0,0,5420
1278,1,1,18046,0,162,4,0,0,5416
1279,1,0,108395,0,8598,8,0,0,5416
1280,1,0,21839,0,1375,4,0,0,5411
1281,0,1,11542,0,49100,16,1500,3,5405
1282,4,1,41648,0,32117,35,2200,5,5408
1283,4,1,39908,0,45824,29,0,0,5394
1284,1,0,14889,0,1500,2,0,0,5393
1285,4,1,103796,0,63335,26,250,1,5021
1286,1,0,69323,0,5140,2,0,0,4786
1287,0,0,21599,0,5561,13,0,0,5302
1288,4,1,60936,0,56381,17,0,0,5051
1289,1,1,148053,0,10250,2,250,1,5301
1290,1,0,10702,0,200,2,200,2,5272
1291,1,1,249,0,1000,1,0,0,5204
1292,0,1,36290,0,8600,13,2600,9,5111
1293,4,0,157416,0,67795,16,0,0,5132
1294,1,1,1511,0,2250,11,0,0,5051
1295,0,0,184701,0,45629,13,500,1,4989
1296,1,0,139298,0,0,0,0,0,4965
1297,0,0,82380,0,2601,13,0,0,5071
1298,2,1,115591,867,9500,20,2500,16,4967
1299,1,0,107333,0,4374,5,1874,4,5063
1300,4,0,737514,0,43993,40,2150,7,5030
1301,1,0,23023,0,0,0,0,0,5087
1302,0,1,43403,1846,3350,12,3350,12,3930
1303,0,0,15719,0,5740,13,0,0,4974
1304,1,0,128676,0,8500,3,0,0,5164
1305,1,1,8836,0,4788,6,808,3,4544
1306,4,1,94875,0,58314,25,800,7,4736
1307,0,0,27243,0,6785,12,0,0,4606
1308,0,0,64969,0,1135,13,0,0,4996
1309,1,0,6112,0,0,0,0,0,5072
1310,0,0,71784,0,39276,20,0,0,4936
1311,0,0,31484,0,3125,11,0,0,4117
1312,1,0,17995,0,0,0,0,0,4994
1313,0,1,40994,0,26916,15,500,1,5078
1314,4,1,286101,1000,72965,31,3000,11,4666
1315,0,0,205219,0,30347,19,0,0,4792
1316,1,1,74777,0,20630,8,0,0,5384
1317,0,0,218191,0,24630,17,0,0,5240
1318,1,0,22132,0,0,0,0,0,5150
1319,0,1,83508,1514,11268,13,2176,2,5069
1320,0,0,88122,0,19408,13,0,0,5174
1321,4,1,152284,0,77045,38,1648,10,4996
1322,1,1,4146,0,3750,9,0,0,5210
1323,1,0,25272,0,0,0,0,0,5189
1324,1,0,21855,0,200,3,0,0,5383
1325,0,1,63454,0,49068,13,0,0,5383
1326,1,1,24292,0,6558,10,0,0,5276
1327,0,1,60168,0,44133,16,0,0,4313
1328,1,1,9554,0,2710,3,0,0,5064
1329,0,1,30130,0,9192,15,0,0,4993
1330,0,0,12665,0,4125,24,0,0,4539
1331,1,0,9860,0,99,1,99,1,5055
1332,1,0,10069,0,200,1,0,0,4933
1333,1,0,2224,0,0,0,0,0,5098
1334,1,0,40576,0,0,0,0,0,5118
1335,1,0,5667,0,5667,4,0,0,4937
1336,1,0,59791,0,3254,7,0,0,4602
1337,3,1,128664,8019,44298,16,50,1,5155
1338,1,0,126947,0,2350,2,350,1,5167
1339,0,0,189235,0,20487,20,0,0,5282
1340,1,0,38604,0,625,5,0,0,5184
1341,0,0,73008,0,12930,18,0,0,5050
1342,1,0,62942,500,4752,8,2121,6,5070
1343,1,0,33057,763,5190,5,0,0,4828
1344,0,1,42572,0,21809,14,100,1,5070
1345,1,0,38671,0,2200,9,1000,5,5192
1346,1,0,5320,0,2275,9,0,0,5084
1347,0,1,228529,0,24687,14,500,1,4924
1348,1,1,46272,0,5720,10,800,3,5092
1349,0,0,113758,0,12616,14,0,0,5199
1350,1,0,105458,0,750,4,700,2,4924
1351,0,1,39946,0,16951,14,0,0,5282
1352,0,1,92859,0,33378,15,0,0,5185
1353,4,1,25158,0,52278,17,0,0,5079
1354,1,1,82270,0,24612,6,0,0,5270
1355,1,0,97155,0,10004,3,0,0,5244
1356,0,0,153197,0,14712,17,100,1,5189
1357,1,1,55864,0,3691,6,500,1,5251
1358,0,1,23890,0,35574,19,0,0,5031
1359,1,0,46545,1000,0,0,0,0,5066
1360,1,0,7354,0,0,0,0,0,5050
1361,1,0,45031,0,1000,1,0,0,5227
1362,0,1,16125,0,23288,17,0,0,5210
1363,1,0,200,0,200,1,200,1,5254
1364,4,1,195754,0,98535,40,2550,9,5202
1365,0,0,54189,0,8940,17,0,0,4791
1366,1,0,15439,0,490,3,0,0,5147
1367,1,0,56308,0,2500,3,1000,2,4688
1368,1,0,1000,0,0,0,0,0,4769
1369,1,0,45412,0,1100,3,1100,3,5163
1370,0,1,21582,0,10811,15,0,0,4695
1371,1,0,16866,0,0,0,0,0,5072
1372,0,1,86011,0,31769,18,0,0,5381
1373,1,0,31786,0,2661,10,0,0,5380
1374,1,1,16994,0,1550,3,1050,2,5379
1375,1,0,5824,0,0,0,0,0,5401
1376,1,0,17587,0,17587,7,0,0,5367
1377,1,0,1000,0,0,0,0,0,5367
1378,4,1,91670,0,48193,17,1000,2,5365
1379,4,1,92800,0,62042,23,350,1,5358
1380,0,0,31134,0,20108,17,0,0,5352
1381,0,0,57002,0,2570,13,0,0,5350
1382,0,0,66516,0,45406,16,200,1,5311
1383,0,1,18154,0,7748,16,0,0,5310
1384,4,1,320997,2556,82255,24,0,0,5345
1385,0,1,14345,0,50752,16,0,0,5487
1386,1,1,43603,0,17100,4,100,1,5335
1387,1,0,1836,0,850,4,350,3,5329
1388,0,1,156041,0,5644,13,0,0,5324
1389,0,0,49145,0,12755,22,2450,7,5323
1390,1,0,11648,0,475,4,0,0,5318
1391,0,0,14525,0,4625,28,0,0,5317
1392,0,0,10689,0,2750,15,0,0,5315
1393,1,0,37552,0,100,1,0,0,5340
1394,4,0,210350,0,56754,14,0,0,5302
1395,0,1,26156,0,23831,16,0,0,5297
1396,1,0,32061,0,1100,6,0,0,5295
1397,4,0,355145,0,61926,29,806,8,5288
1398,1,0,6000,0,0,0,0,0,5286
1399,0,0,30892,0,11474,11,0,0,5283
1400,0,0,29263,0,15184,13,0,0,5279
1401,0,0,221432,0,31975,21,0,0,5275
1402,0,0,43761,0,5398,16,0,0,5268
1403,1,0,21393,0,5040,2,0,0,5262
1404,1,1,108950,0,3300,9,3300,9,5259
1405,0,1,25089,0,40763,19,550,2,5259
1406,0,1,77709,0,36028,19,100,2,5253
1407,0,1,22533,1000,22206,17,100,1,5248
1408,0,0,25302,0,11312,13,0,0,5245
1409,1,0,11908,0,0,0,0,0,5240
1410,1,0,176982,0,2299,9,0,0,5234
1411,4,1,8723,0,77923,15,0,0,5231
1412,1,0,9071,0,1647,9,0,0,5225
1413,0,0,144848,0,37056,15,0,0,5219
1414,4,1,130364,0,62083,15,250,1,5213
1415,3,1,15592,4924,37173,13,0,0,5209
1416,1,0,25404,0,2125,7,500,1,5203
1417,0,1,34584,0,6962,21,1500,7,5202
1418,0,1,32313,0,29188,27,0,0,5397
1419,4,0,168897,0,37451,24,400,2,5189
1420,0,1,68891,1697,37257,14,500,1,5178
1421,1,0,18068,0,0,0,0,0,5174
1422,4,0,137134,0,92740,20,0,0,5170
1423,1,1,26561,0,100,1,0,0,4926
1424,0,0,22093,0,14857,11,200,1,2587
1425,4,1,58538,1739,48670,19,500,2,4352
1426,0,0,29667,0,5304,19,0,0,4841
1427,0,0,88093,0,15518,13,343,1,4660
1428,0,1,472241,500,3600,12,3500,11,5045
1429,0,1,62569,0,33765,19,50,1,4888
1430,0,1,20982,0,44238,18,0,0,4716
1431,1,0,44665,0,333,2,333,2,3601
1432,1,0,22639,0,1840,4,0,0,5168
1433,2,1,120152,0,6250,27,3750,26,4497
1434,0,0,51402,0,4375,14,0,0,4978
1435,1,1,32749,0,450,3,450,3,5050
1436,4,1,170309,0,66546,20,4130,4,5009
1437,0,0,18924,0,4000,18,0,0,5168
1438,0,1,61919,0,39163,14,350,1,5157
1439,0,0,193547,0,3544,12,0,0,5153
1440,1,1,57927,0,1500,3,1500,3,5149
1441,4,0,161321,0,59645,21,0,0,5147
1442,1,0,66936,2370,3450,5,950,4,5147
1443,1,1,72178,0,2100,10,0,0,5139
1444,1,0,33964,0,300,3,0,0,5128
1445,0,0,94272,0,11098,16,0,0,5121
1446,1,1,53360,0,7251,5,6251,4,5120
1447,1,0,3578,0,0,0,0,0,5114
1448,1,0,29342,0,5835,4,0,0,5153
1449,0,1,28228,0,12948,13,300,1,5108
1450,4,0,118601,0,51240,19,0,0,5105
1451,0,1,24660,0,7206,14,0,0,5136
1452,0,1,147822,0,42469,18,0,0,5107
1453,4,0,190208,0,37122,38,1800,6,5091
1454,1,0,2625,0,125,1,0,0,5087
1455,0,1,49438,0,33912,14,0,0,5085
1456,1,0,24930,0,13060,9,0,0,5084
1457,0,0,89835,0,9058,11,0,0,5080
1458,0,0,46734,0,10007,18,0,0,5080
1459,0,1,315273,0,12584,9,4084,4,5079
1460,1,0,50,0,50,1,50,1,5073
1461,4,0,97416,0,63679,29,0,0,5093
1462,4,1,127768,0,65264,21,250,1,5064
1463,0,0,139882,0,47089,15,0,0,4859
1464,1,0,10740,0,0,0,0,0,4926
1465,1,0,57330,0,380,3,0,0,4986
1466,0,0,33560,0,2600,14,0,0,4604
1467,0,1,53210,0,11422,10,0,0,4993
1468,1,0,9795,0,0,0,0,0,4960
1469,0,1,16984,0,10334,15,0,0,4884
1470,0,1,46349,0,33923,20,1100,2,4856
1471,0,0,118079,0,43298,16,500,1,4867
1472,1,0,29632,0,0,0,0,0,4898
1473,0,0,164307,0,21704,14,0,0,4023
1474,1,0,13490,0,0,0,0,0,4870
1475,1,0,36296,0,5780,6,0,0,4600
1476,3,1,190429,6168,27500,11,1500,3,4974
1477,4,0,120447,0,53804,15,350,1,4840
1478,0,1,35094,0,4000,11,0,0,4944
1479,4,1,208804,0,56204,31,500,1,4429
1480,1,0,30662,0,0,0,0,0,4996
1481,4,0,157452,0,45312,18,0,0,4471
1482,0,0,24266,0,2375,12,0,0,4111
1483,4,1,49991,0,44146,27,2510,4,4803
1484,1,0,42275,925,4100,6,1600,5,4712
1485,1,0,59162,0,2520,7,0,0,4726
1486,4,1,109625,0,63372,19,500,1,5056
1487,1,0,30486,0,0,0,0,0,5051
1488,4,1,240904,2288,63385,22,350,1,5045
1489,2,1,266776,0,8370,30,6520,28,5042
1490,1,0,20818,0,15214,4,0,0,5036
1491,1,0,106509,0,1113,7,0,0,5036
1492,1,1,65982,0,1750,4,750,3,5030
1493,1,1,9002,0,1586,9,0,0,4933
1494,0,1,16088,0,17872,15,0,0,4563
1495,1,0,10079,0,569,8,0,0,4651
1496,4,1,48863,0,71013,18,1050,3,4925
1497,1,1,137402,0,950,6,200,3,4685
1498,1,1,71076,1000,10000,1,0,0,4820
1499,1,0,20630,0,2045,4,0,0,4643
1500,0,1,119180,1467,9275,20,1300,6,4657
1501,0,1,54116,1846,34997,14,0,0,4848
1502,1,0,36665,0,1625,6,0,0,4747
1503,4,1,507371,0,51765,18,450,1,4770
1504,0,0,48721,0,18781,12,300,3,4672
1505,4,1,391222,0,27471,20,1600,7,4905
1506,0,0,88668,0,9889,15,100,1,4903
1507,0,0,46074,0,2193,11,0,0,4419
1508,1,0,1923,0,1170,2,0,0,4615
1509,0,0,46030,0,4375,27,0,0,4566
1510,0,0,31236,0,2250,13,0,0,4523
1511,1,0,18351,0,0,0,0,0,4744
1512,1,1,4779,0,600,2,0,0,4926
1513,1,1,124775,1704,11564,8,700,2,4847
1514,0,0,66923,0,17139,12,0,0,4875
1515,1,0,24008,0,540,3,0,0,4901
1516,0,1,118415,2329,4475,10,100,1,4545
1517,1,1,2793,0,8000,3,0,0,4588
1518,1,1,70464,0,4000,4,1000,2,4889
1519,0,1,71930,0,32774,13,500,1,4300
1520,0,1,126484,0,5942,13,3192,11,4758
1521,0,1,39503,0,16671,18,2339,2,4884
1522,1,0,7291,0,0,0,0,0,4104
1523,0,1,4838,0,23592,16,500,1,5024
1524,0,1,73811,0,25394,14,1000,2,5021
1525,4,1,156219,0,55874,24,0,0,5015
1526,0,1,114376,0,33949,15,0,0,5009
1527,0,0,23965,0,7308,16,550,3,5003
1528,0,0,45766,0,4550,11,1300,7,5002
1529,2,1,57857,1099,62650,37,12400,29,4996
1530,0,1,19998,0,4309,13,0,0,4995
1531,0,0,29506,0,4826,16,500,2,4993
1532,1,0,6020,1505,0,0,0,0,4986
1533,0,1,27989,0,25369,16,2729,2,4981
1534,0,1,21933,0,27166,15,550,1,4974
1535,0,0,58758,0,6500,38,0,0,4974
1536,0,1,86069,0,35282,21,0,0,4972
1537,1,0,8350,0,2125,10,0,0,4967
1538,0,1,26862,0,15510,15,0,0,4965
1539,4,1,133853,0,68136,14,0,0,4960
1540,1,0,72623,0,0,0,0,0,4957
1541,0,0,36887,0,9048,11,0,0,4951
1542,4,1,49737,0,60922,22,550,2,4946
1543,0,0,53869,0,6750,26,0,0,4940
1544,1,0,5264,0,0,0,0,0,4496
1545,3,1,132132,6920,20443,18,1310,4,3916
1546,4,0,319241,0,71867,36,0,0,4692
1547,2,1,333346,2139,52013,31,4309,12,4469
1548,1,0,22459,0,104,2,0,0,4215
1549,0,0,65021,0,10369,12,0,0,3547
1550,0,0,44205,0,28340,13,0,0,3676
1551,1,0,18433,0,3174,9,0,0,3930
1552,0,0,6341,0,3658,12,0,0,3706
1553,1,0,3641,0,1164,3,0,0,3603
1554,1,0,39207,0,965,3,0,0,3757
1555,0,0,63362,0,16331,15,350,1,3544
1556,1,1,220267,0,8500,4,0,0,4716
1557,0,1,329,0,23492,14,0,0,4868
1558,1,0,22424,0,648,2,0,0,3951
1559,0,0,36805,0,13018,16,0,0,3799
1560,0,0,63437,0,7160,15,0,0,4595
1561,3,0,8962,4481,0,0,0,0,4198
1562,1,0,7922,0,0,0,0,0,4491
1563,1,0,113731,0,1700,5,700,4,4482
1564,1,0,12612,0,0,0,0,0,4170
1565,1,1,45916,0,675,6,500,2,2818
1566,0,0,51324,0,20533,14,0,0,4408
1567,1,1,412,0,13000,1,0,0,4761
1568,0,1,8103,0,2750,15,0,0,4776
1569,4,1,91237,0,78864,26,0,0,4321
1570,1,0,17388,0,0,0,0,0,4232
1571,1,0,52046,0,1058,8,683,7,3456
1572,0,0,50015,0,20839,16,50,1,4497
1573,0,1,45340,0,14063,16,500,1,4660
1574,1,0,200963,0,6164,4,150,1,4782
1575,1,0,85884,0,7742,9,0,0,4692
1576,1,1,4236,0,3000,7,0,0,4148
1577,1,1,55843,0,6000,3,0,0,4341
1578,1,0,43000,0,1273,4,173,1,4646
1579,0,1,5573,0,1958,17,0,0,3714
1580,1,0,2080,0,0,0,0,0,4635
1581,0,0,43686,0,4039,12,0,0,4328
1582,1,0,11001,0,255,5,0,0,4315
1583,0,1,10146,0,26633,12,0,0,4509
1584,0,1,35062,0,16237,26,0,0,4152
1585,1,1,11866,0,6139,9,0,0,4667
1586,1,0,41048,0,1195,3,0,0,4856
1587,1,1,25004,0,1113,3,0,0,4860
1588,1,1,194074,1448,12500,6,0,0,4701
1589,0,0,65952,0,34770,14,0,0,4827
1590,0,0,265532,0,4652,13,0,0,4849
1591,1,0,61286,0,1500,5,0,0,4755
1592,0,0,118177,0,20910,18,402,1,4811
1593,2,1,183370,0,30988,14,12988,9,4848
1594,0,0,98608,0,969,12,0,0,4663
1595,2,0,22529,0,5115,20,3400,16,4865
1596,1,1,2502,0,15500,4,500,1,4761
1597,4,1,123430,0,49987,17,0,0,4798
1598,1,0,36219,0,4044,10,0,0,4595
1599,0,1,61405,250,32316,20,1350,8,4828
1600,1,1,3789,0,181,3,0,0,4756
1601,1,0,16065,0,0,0,0,0,4456
1602,4,1,404142,0,75509,13,0,0,4784
1603,1,0,28733,0,0,0,0,0,4650
1604,0,0,26965,0,7346,13,0,0,4653
1605,4,0,278437,0,50888,26,0,0,4744
1606,1,0,5074,0,500,1,0,0,4730
1607,1,0,43338,0,1000,4,1000,4,4275
1608,0,1,23551,0,2375,12,0,0,4663
1609,1,0,32015,0,6000,6,0,0,4574
1610,1,0,65435,0,1000,2,500,1,4786
1611,1,0,39079,0,3070,5,0,0,4750
1612,0,0,108616,0,36476,13,0,0,4644
1613,0,0,80154,0,47270,14,0,0,4352
1614,1,1,25563,0,303,8,0,0,3511
1615,0,1,18007,0,33237,15,0,0,4665
1616,0,0,51752,0,25962,20,0,0,4631
1617,1,0,21540,0,1188,9,0,0,4791
1618,4,0,233057,0,102840,11,0,0,4791
1619,4,0,196079,0,56890,21,0,0,4791
1620,2,1,276607,0,11430,14,6430,11,4791
1621,1,0,20681,0,0,0,0,0,4939
1622,0,1,155278,0,27200,16,0,0,4926
1623,0,1,194949,0,10121,13,4621,10,4930
1624,4,1,307260,783,40533,24,250,1,4791
1625,1,0,105588,0,22973,3,0,0,4805
1626,0,0,41366,0,27148,15,0,0,4806
1627,0,0,59445,0,5500,21,500,2,4843
1628,0,1,130920,2643,30299,20,1100,6,4793
1629,0,0,49777,2360,12241,12,0,0,4777
1630,0,0,58778,0,28325,13,0,0,4919
1631,1,0,38224,0,2587,10,0,0,4824
1632,4,1,93700,0,58745,14,0,0,4827
1633,4,1,533120,0,120983,18,0,0,4827
1634,0,0,34941,0,23718,16,0,0,4755
1635,0,0,115197,0,17638,24,0,0,4820
1636,1,0,31230,0,815,5,815,5,4931
1637,0,1,98604,0,17490,15,0,0,4919
1638,1,0,385195,0,0,0,0,0,4903
1639,2,1,136104,0,68988,51,2069,8,4916
1640,0,0,23984,0,2737,14,0,0,4905
1641,4,0,169947,0,48140,21,0,0,4895
1642,4,1,71264,0,94161,17,1000,2,4903
1643,0,0,71610,0,20918,14,0,0,4895
1644,0,0,151152,0,13635,21,1100,1,4895
1645,4,1,164178,2364,35314,23,1100,3,4883
1646,1,0,18601,0,100,1,0,0,4888
1647,0,0,49331,0,23572,12,100,1,4888
1648,0,0,43326,0,4164,12,0,0,4881
1649,1,0,12112,0,0,0,0,0,4882
1650,0,1,98343,0,31961,16,0,0,4971
1651,0,1,83006,0,45167,13,0,0,4906
1652,1,0,110980,0,12900,8,950,4,4853
1653,0,0,78032,0,24046,23,0,0,4862
1654,1,0,176262,0,12678,8,150,1,4862
1655,0,1,239576,0,13301,12,0,0,4849
1656,4,0,642756,0,37889,15,1000,2,4841
1657,0,1,41370,0,51335,9,0,0,4842
1658,1,1,92905,0,1766,10,0,0,4827
1659,1,1,7430,0,10500,5,0,0,4791
1660,1,1,68390,0,3450,3,950,2,4754
1661,1,1,18366,0,1100,3,1100,3,4783
1662,4,1,197673,0,48932,15,0,0,4775
1663,0,1,11789,0,28756,20,900,2,4775
1664,0,0,213539,0,2750,15,0,0,4751
1665,1,0,13310,0,0,0,0,0,4755
1666,4,1,207395,0,55903,17,500,1,4761
1667,1,1,25688,2396,3103,10,0,0,4754
1668,0,0,259582,0,3833,21,1762,9,4638
1669,0,1,288379,0,15942,8,1442,5,4741
1670,1,0,3580,0,130,3,0,0,4730
1671,4,1,84305,0,78931,15,0,0,4734
1672,1,0,4780,0,0,0,0,0,4733
1673,4,1,88192,0,47848,22,500,1,4784
1674,0,1,105665,0,31226,13,0,0,4727
1675,0,1,24756,0,7720,26,500,2,4723
1676,2,1,51304,1362,11611,40,10075,36,4708
1677,1,0,12404,0,1950,7,1200,4,4701
1678,1,0,80988,0,4413,5,0,0,4707
1679,1,1,5617,0,4400,4,400,1,4706
1680,4,1,68023,0,119512,33,500,1,4702
1681,0,0,108100,0,45113,17,1000,2,4699
1682,1,0,17470,0,4100,9,2500,5,4691
1683,4,1,138332,0,67836,17,0,0,4692
1684,1,0,4087,0,500,4,0,0,4684
1685,0,0,40264,0,19137,13,0,0,4684
1686,1,1,13290,0,3175,5,0,0,4679
1687,4,1,130761,0,52423,15,0,0,4674
1688,0,1,14371,0,28723,13,0,0,4671
1689,0,1,25322,0,23821,16,0,0,4673
1690,0,0,55356,0,23871,15,0,0,4660
1691,4,1,134501,0,59855,32,1193,2,4663
1692,0,0,63311,0,29318,11,0,0,4667
1693,1,1,90307,0,3150,3,650,2,4664
1694,0,1,2198,0,16070,12,0,0,4658
1695,3,0,43749,5583,9557,5,0,0,4664
1696,1,0,7730,0,375,3,0,0,4659
1697,0,0,16171,0,2875,16,0,0,4656
1698,1,1,192108,1000,10200,3,200,2,4656
1699,0,1,35895,0,15720,11,0,0,4649
1700,0,1,46578,0,8322,12,0,0,4645
1701,1,0,54309,0,6772,7,250,1,4698
1702,0,1,45613,0,29117,16,350,1,4625
1703,0,1,297127,0,27415,16,0,0,4631
1704,0,0,93148,0,7776,18,0,0,4631
1705,0,0,27905,0,3794,11,0,0,4628
1706,0,1,139983,0,17289,24,100,2,4629
1707,4,0,188703,0,62973,53,500,1,4625
1708,1,0,19479,0,2250,4,0,0,4625
1709,0,0,63635,0,5175,31,50,1,4622
1710,4,1,77203,0,66817,16,0,0,4646
1711,1,0,19020,0,330,3,0,0,4614
1712,1,0,61172,0,6875,10,0,0,4609
1713,1,0,7342,0,0,0,0,0,4604
1714,0,0,62076,0,11221,15,1050,2,4603
1715,1,1,13046,0,0,0,0,0,4597
1716,0,1,11527,0,16874,27,3880,6,4583
1717,0,1,77814,0,43914,17,0,0,4587
1718,4,1,75303,0,74990,15,0,0,4598
1719,1,0,7545,0,616,6,0,0,4587
1720,1,0,26972,0,0,0,0,0,4587
1721,4,1,184805,0,52755,22,0,0,4726
1722,4,1,93971,0,62023,22,450,3,4580
1723,0,0,66328,0,40522,14,0,0,4575
1724,0,0,51745,0,41377,14,0,0,4606
1725,4,1,64341,0,63621,13,0,0,4568
1726,1,0,49708,0,0,0,0,0,4560
1727,0,1,46926,0,27889,15,0,0,4554
1728,2,1,199418,1000,25590,39,3199,9,4548
1729,0,0,9126,0,1202,13,350,1,4554
1730,0,0,95109,0,26149,8,0,0,4593
1731,0,0,65706,0,21958,17,0,0,4534
1732,0,1,9862,0,31280,15,0,0,4545
1733,4,1,253349,0,68947,18,1000,2,4545
1734,1,0,25541,0,660,3,0,0,4520
1735,1,0,5580,0,60,2,0,0,4533
1736,4,1,37514,0,35874,31,500,1,4537
1737,1,0,67083,0,4600,4,500,1,4532
1738,0,0,92646,0,27177,16,0,0,4523
1739,0,0,21110,0,3402,12,0,0,4516
1740,4,1,102570,0,70503,20,0,0,4524
1741,1,0,15876,0,0,0,0,0,4512
1742,1,0,8957,0,0,0,0,0,4509
1743,1,0,5375,0,2000,9,0,0,4509
1744,0,1,109114,0,31956,27,0,0,4512
1745,1,0,23432,0,1162,10,0,0,4510
1746,0,0,111384,0,26669,14,0,0,4505
1747,1,0,69880,0,4635,5,0,0,4552
1748,1,0,11289,0,1500,5,0,0,4492
1749,1,0,119676,500,550,4,550,4,4485
1750,1,1,21847,0,929,4,903,3,4491
1751,4,1,40808,0,38612,27,400,2,4490
1752,0,0,47509,0,21210,10,1000,2,4490
1753,0,0,20248,0,18507,37,1700,5,4488
1754,1,0,3441,0,1643,6,0,0,4484
1755,0,0,35216,0,9959,14,0,0,4481
1756,0,0,63036,0,9006,14,0,0,4475
1757,0,0,20844,0,20844,10,0,0,4474
1758,1,0,42420,0,1000,1,0,0,4461
1759,1,0,36254,0,7232,7,0,0,4453
1760,0,1,22412,0,11654,12,0,0,4460
1761,0,0,11512,0,3667,14,0,0,4460
1762,1,0,1703,0,1230,4,0,0,4390
1763,0,1,51471,0,15505,32,412,1,4450
1764,1,0,70518,0,2000,3,1000,2,4450
1765,0,1,431824,0,30480,16,500,1,4443
1766,0,1,25577,0,33420,18,0,0,4432
1767,0,1,17111,0,13577,10,0,0,4434
1768,0,0,99336,0,14195,14,500,1,4453
1769,1,0,67612,0,0,0,0,0,4442
1770,0,0,38918,0,6505,29,618,2,4442
1771,0,0,72812,0,16930,17,50,1,4442
1772,1,1,134937,0,500,1,0,0,4427
1773,0,0,121688,0,31631,15,0,0,4420
1774,0,0,162410,0,20203,17,0,0,4420
1775,1,1,59821,500,4200,4,200,2,4419
1776,1,0,96053,0,2200,6,2200,6,4391
