,clust,Total Revenue,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Long Distance Charges
2567,4,6401.29,Q3,Yes,2.0,63,Offer B,Yes,1.43,Yes,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,90.08999999999999
2568,2,1751.44,Q3,Yes,7.5,34,None,Yes,25.21,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.95,894.3,857.14
2569,1,8595.539999999999,Q3,No,0.0,72,None,Yes,9.47,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,107.5,7853.7,681.84
2570,4,6500.150000000001,Q3,Yes,3.0,47,Offer B,Yes,38.15,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,4707.1,1793.05
2571,4,8023.5,Q3,No,0.0,60,Offer B,Yes,42.88,Yes,Fiber Optic,52.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.9,5450.7,2572.8
2572,1,2962.0,Q3,Yes,7.0,72,Offer A,No,0.0,No,Cable,17.0,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,42.1,2962.0,0.0
2573,3,1766.56,Q3,Yes,2.0,18,Offer D,Yes,44.97,No,Cable,7.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.4,957.1,809.46
2574,3,361.07,Q3,No,0.0,3,Offer E,Yes,38.99,No,DSL,20.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.3,244.1,116.97
2575,4,5507.79,Q3,Yes,7.5,47,Offer B,Yes,39.52,Yes,Fiber Optic,30.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,78.9,3650.35,1857.44
2576,1,3359.87,Q3,No,0.0,31,None,Yes,25.57,No,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,79.2,2497.2,792.67
2577,2,2278.4,Q3,Yes,5.0,50,Offer B,Yes,26.95,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,930.9,1347.5
2578,0,1371.15,Q3,No,0.0,10,None,Yes,48.38,No,Fiber Optic,42.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.85,887.35,483.8
2579,3,74.82,Q3,No,0.0,1,None,Yes,25.77,No,Cable,5.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,49.05,49.05,25.77
2580,2,1384.45,Q3,Yes,3.0,52,Offer B,Yes,5.65,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.4,1090.65,293.8
2581,2,4445.86,Q3,Yes,4.0,62,Offer B,Yes,48.73,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.25,1424.6,2871.9325
2582,3,356.05,Q3,No,0.0,3,Offer E,Yes,39.55,No,DSL,56.0,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,64.5,177.4,118.64999999999999
2583,3,2782.23,Q3,No,0.0,46,Offer B,Yes,2.03,No,Cable,7.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,55.65,2688.85,93.38
2584,3,792.49,Q3,Yes,1.0,8,Offer E,Yes,38.78,No,DSL,18.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.65,482.25,310.24
2585,2,2228.6499999999996,Q3,Yes,4.0,45,Offer B,Yes,22.49,Yes,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.9,1216.6,1012.05
2586,3,565.35,Q3,Yes,1.0,11,None,No,0.0,No,Cable,41.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,50.55,565.35,0.0
2587,4,6123.8,Q3,No,0.0,42,Offer B,Yes,40.15,No,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.8,4327.5,1686.3
2588,2,1111.53,Q3,Yes,7.5,49,None,Yes,2.82,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.15,973.35,138.17999999999998
2589,4,962.04,Q3,No,0.0,9,Offer E,Yes,4.81,Yes,Fiber Optic,63.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,43.29
2590,3,3074.0,Q3,Yes,1.0,35,Offer C,Yes,24.53,No,DSL,30.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,62.15,2215.45,858.5500000000001
2591,2,2879.08,Q3,Yes,7.5,48,None,Yes,37.96,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.65,1057.0,1822.08
2592,2,2328.72,Q3,Yes,1.0,46,None,Yes,30.47,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.95,927.1,1401.62
2593,3,1009.25,Q3,Yes,4.0,29,Offer C,No,0.0,No,DSL,22.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,33.75,1009.25,0.0
2594,0,2875.8999999999996,Q3,Yes,5.0,30,Offer C,Yes,6.19,No,Fiber Optic,21.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,82.05,2570.2,185.70000000000002
2595,1,6124.77,Q3,No,0.0,66,Offer A,Yes,6.22,Yes,DSL,26.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.0,5714.25,410.52
2596,4,9822.7,Q3,No,0.0,65,None,Yes,41.78,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,111.05,7107.0,2715.7000000000003
2597,4,9225.210000000001,Q3,No,0.0,72,Offer A,Yes,24.53,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.9,7459.05,1766.16
2598,3,5093.05,Q3,Yes,1.0,71,Offer A,Yes,4.85,Yes,DSL,26.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.85,4748.7,344.34999999999997
2599,2,2578.8,Q3,No,0.0,52,None,Yes,28.3,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1107.2,1471.6000000000001
2600,2,61.3,Q3,No,0.0,1,Offer E,Yes,41.1,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.2,20.2,41.1
2601,2,35.89,Q3,Yes,1.0,1,Offer E,Yes,16.44,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,19.45,16.44
2602,4,3755.7,Q3,No,0.0,38,Offer C,Yes,3.95,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95.0,3605.6,150.1
2603,3,100.2,Q3,No,0.0,5,Offer E,No,0.0,No,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0
2604,4,9162.09,Q3,Yes,1.0,72,Offer A,Yes,25.82,Yes,Fiber Optic,59.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,7303.05,1859.04
2605,3,927.65,Q3,No,0.0,32,Offer C,No,0.0,No,DSL,18.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,30.15,927.65,0.0
2606,4,5693.76,Q3,No,0.0,43,None,Yes,41.22,Yes,Fiber Optic,7.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,1772.46
2607,2,4927.25,Q3,Yes,1.0,72,Offer A,Yes,49.5,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1363.25,2871.9325
2608,3,4801.93,Q3,No,0.0,52,None,Yes,33.84,No,DSL,5.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,57.95,3042.25,1759.6800000000003
2609,0,5095.75,Q3,No,0.0,43,None,Yes,26.55,No,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.65,3954.1,1141.65
2610,1,3423.5,Q3,Yes,1.0,64,None,No,0.0,No,DSL,30.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,54.6,3423.5,0.0
2611,0,348.3,Q3,Yes,1.0,3,Offer E,Yes,33.3,No,Fiber Optic,12.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.85,248.4,99.89999999999999
2612,3,1126.35,Q3,No,0.0,36,Offer C,No,0.0,No,Cable,27.0,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,31.05,1126.35,0.0
2613,2,2131.57,Q3,No,0.0,41,None,Yes,31.62,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65,835.15,1296.42
2614,0,3482.19,Q3,Yes,1.0,27,Offer C,Yes,48.17,Yes,Fiber Optic,15.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,85.2,2151.6,1300.5900000000001
2615,4,7888.17,Q3,Yes,1.0,56,None,Yes,42.37,Yes,Fiber Optic,63.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.8,5515.45,2372.72
2616,2,159.07,Q3,No,0.0,6,Offer E,Yes,7.72,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.7,112.75,46.32
2617,3,529.83,Q3,Yes,1.0,7,None,Yes,25.64,No,DSL,63.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.7,350.35,179.48000000000002
2618,2,222.46,Q3,Yes,1.0,4,None,Yes,39.89,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.85,62.9,159.56
2619,0,4599.77,Q3,No,0.0,33,Offer C,Yes,47.64,No,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,88.95,3027.65,1572.1200000000001
2620,2,1857.8700000000001,Q3,Yes,1.0,72,Offer A,Yes,1.86,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,23.55,1723.95,133.92000000000002
2621,2,35.519999999999996,Q3,No,0.0,1,None,Yes,15.77,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,15.77
2622,0,1595.38,Q3,No,0.0,13,None,Yes,29.21,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.95,1215.65,379.73
2623,3,5442.959999999999,Q3,No,0.0,67,Offer A,Yes,32.58,No,DSL,8.0,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,2182.8599999999997
2624,2,2285.99,Q3,No,0.0,43,None,Yes,25.53,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.7,1188.2,1097.79
2625,0,2331.42,Q3,No,0.0,23,None,Yes,24.04,No,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.0,1778.5,552.92
2626,2,3597.11,Q3,Yes,1.0,64,None,Yes,36.24,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.2,1277.75,2319.36
2627,2,1496.02,Q3,No,0.0,57,None,Yes,5.71,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.6,1170.55,325.46999999999997
2628,4,7038.139999999999,Q3,Yes,2.0,61,None,Yes,17.49,Yes,Fiber Optic,21.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,101.05,5971.25,1066.8899999999999
2629,4,7226.33,Q3,No,0.0,64,None,Yes,30.27,Yes,Fiber Optic,12.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,84.3,5289.05,1937.28
2630,1,7274.7,Q3,Yes,5.0,65,None,Yes,13.2,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,99.05,6416.7,858.0
2631,2,168.29999999999998,Q3,No,0.0,3,None,Yes,35.65,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.6,61.35,106.94999999999999
2632,3,2766.35,Q3,No,0.0,30,Offer C,Yes,27.88,No,Cable,6.0,No,Yes,Yes,No,Yes,No,No,No,One Year,No,Credit Card,64.5,1929.95,836.4
2633,3,1198.0,Q3,Yes,1.0,15,None,Yes,8.44,No,Cable,21.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,1071.4,126.6
2634,4,803.87,Q3,Yes,1.0,8,None,Yes,29.94,No,Cable,17.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.55,564.35,239.52
2635,4,8334.45,Q3,Yes,4.0,70,Offer A,Yes,5.77,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.15,7930.55,403.9
2636,1,7893.65,Q3,Yes,2.0,62,None,Yes,43.2,No,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.1,5215.25,2678.4
2637,2,146.62,Q3,Yes,7.5,6,None,Yes,5.52,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,113.5,33.12
2638,0,1715.8799999999999,Q3,Yes,7.0,14,None,Yes,40.22,No,Fiber Optic,19.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.9,1152.8,563.0799999999999
2639,0,2304.35,Q3,No,0.0,22,None,Yes,19.2,Yes,Fiber Optic,41.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,84.15,1821.95,422.4
2640,2,1477.2200000000003,Q3,Yes,3.0,22,None,Yes,48.06,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.15,419.9,1057.3200000000002
2641,3,1396.96,Q3,Yes,7.5,16,None,Yes,23.31,No,DSL,27.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card,64.25,1024.0,372.96
2642,2,572.6,Q3,No,0.0,10,None,Yes,32.1,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.7,251.6,321.0
2643,3,1116.07,Q3,No,0.0,13,None,Yes,27.04,No,DSL,10.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.0,764.55,351.52
2644,0,166.54,Q3,No,0.0,2,None,Yes,15.67,No,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,135.2,31.34
2645,1,4304.87,Q3,No,0.0,53,None,Yes,6.54,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,73.9,3958.25,346.62
2646,2,255.02,Q3,Yes,7.0,11,None,Yes,1.92,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.6,233.9,21.119999999999997
2647,2,3492.79,Q3,Yes,3.0,69,Offer A,Yes,30.86,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1363.45,2129.34
2648,1,6690.05,Q3,Yes,7.0,72,Offer A,Yes,6.05,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,6254.45,435.59999999999997
2649,2,1050.04,Q3,Yes,3.0,16,Offer D,Yes,45.54,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.4,321.4,728.64
2650,4,4192.85,Q3,Yes,6.0,43,None,Yes,15.2,No,Fiber Optic,21.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,84.25,3539.25,653.6
2651,1,1254.13,Q3,Yes,3.0,14,Offer D,Yes,5.17,No,Cable,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,81.95,1181.75,72.38
2652,2,1805.59,Q3,No,0.0,32,Offer C,Yes,35.97,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.55,654.55,1151.04
2653,2,1171.88,Q3,Yes,5.0,34,Offer C,Yes,11.52,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,24.7,780.2,391.68
2654,4,1622.1,Q3,Yes,6.0,15,Offer D,Yes,4.19,Yes,Fiber Optic,59.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,1559.25,62.85000000000001
2655,2,2427.4700000000003,Q3,Yes,3.0,61,None,Yes,19.27,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,1252.0,1175.47
2656,3,92.66,Q3,No,0.0,1,None,Yes,47.36,No,Cable,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.3,45.3,47.36
2657,4,4065.3500000000004,Q3,Yes,7.0,33,Offer C,Yes,48.85,No,Cable,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,2453.3,1612.05
2658,3,1102.65,Q3,No,0.0,20,Offer D,Yes,3.94,No,DSL,18.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.8,1023.85,78.8
2659,3,82.15,Q3,No,0.0,3,None,No,0.0,No,DSL,59.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,82.15,0.0
2660,2,675.49,Q3,No,0.0,13,Offer D,Yes,33.13,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.65,244.8,430.69000000000005
2661,3,4310.7,Q3,Yes,5.0,40,None,Yes,48.29,Yes,DSL,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.6,2379.1,1931.6
2662,1,5241.65,Q3,Yes,5.0,43,Offer B,Yes,48.1,Yes,DSL,51.0,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,71.9,3173.35,2068.3
2663,2,1739.0300000000002,Q3,Yes,7.5,69,Offer A,Yes,5.27,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.75,1375.4,363.63
2664,1,9472.82,Q3,Yes,7.0,72,Offer A,Yes,18.66,Yes,Fiber Optic,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,1343.52
2665,2,2701.33,Q3,Yes,3.0,59,Offer B,Yes,25.57,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.3,1192.7,1508.63
2666,0,2473.05,Q3,No,0.0,20,Offer D,Yes,28.57,No,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.55,1901.65,571.4
2667,2,614.76,Q3,Yes,1.0,24,Offer C,Yes,1.14,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,24.1,587.4,27.36
2668,4,9358.83,Q3,No,0.0,59,Offer B,Yes,48.12,Yes,Fiber Optic,51.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,2839.08
2669,1,8881.17,Q3,Yes,2.0,72,Offer A,Yes,11.66,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,839.52
2670,2,28.32,Q3,No,0.0,1,None,Yes,7.57,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,7.57
2671,4,3221.69,Q3,No,0.0,27,Offer C,Yes,20.02,No,Fiber Optic,27.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,101.9,2681.15,540.54
2672,0,1135.96,Q3,No,0.0,14,Offer D,Yes,1.69,No,Fiber Optic,21.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,23.66
2673,1,9181.92,Q3,Yes,3.0,71,Offer A,Yes,25.02,Yes,Fiber Optic,53.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,1776.42
2674,0,1599.04,Q3,No,0.0,13,Offer D,Yes,31.93,No,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,78.3,1033.95,415.09
2675,0,3033.75,Q3,No,0.0,44,Offer B,Yes,1.7,No,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,68.85,2958.95,74.8
2676,0,4080.42,Q3,No,0.0,33,Offer C,Yes,42.29,No,Fiber Optic,13.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,79.95,2684.85,1395.57
2677,1,4179.2,Q3,Yes,5.0,72,Offer A,No,0.0,No,Cable,47.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,55.45,4179.2,0.0
2678,4,9245.460000000001,Q3,Yes,7.5,64,Offer B,Yes,40.49,No,Fiber Optic,63.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,2591.36
2679,3,25.25,Q3,No,0.0,1,None,No,0.0,No,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.25,25.25,0.0
2680,2,2040.42,Q3,No,0.0,61,Offer B,Yes,15.02,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,1124.2,916.22
2681,2,1343.9299999999998,Q3,Yes,6.0,29,Offer C,Yes,27.72,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.0,540.05,803.88
2682,4,3437.45,Q3,Yes,1.0,57,Offer B,No,0.0,No,Cable,22.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58.75,3437.45,0.0
2683,1,3139.8,Q3,Yes,7.5,72,Offer A,No,0.0,No,DSL,17.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,45.25,3139.8,0.0
2684,1,3789.2,Q3,Yes,1.0,66,None,No,0.0,No,DSL,29.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,56.6,3789.2,0.0
2685,1,8026.55,Q3,Yes,7.5,65,Offer B,Yes,41.57,Yes,DSL,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,2702.05
2686,0,943.96,Q3,No,0.0,8,None,Yes,39.92,No,Fiber Optic,63.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.0,624.6,319.36
2687,2,4118.13,Q3,Yes,3.0,71,None,Yes,32.13,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1836.9,2281.23
2688,2,64.89,Q3,Yes,7.5,1,None,Yes,44.69,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.2,20.2,44.69
2689,2,419.99,Q3,No,0.0,12,Offer D,Yes,16.72,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.35,219.35,200.64
2690,3,1288.75,Q3,No,0.0,24,Offer C,No,0.0,No,DSL,46.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,50.6,1288.75,0.0
2691,4,3765.29,Q3,Yes,2.0,31,None,Yes,39.34,No,DSL,41.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,81.15,2545.75,1219.5400000000002
2692,4,3682.25,Q3,No,0.0,30,None,Yes,31.97,Yes,Fiber Optic,2.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.9,2723.15,959.0999999999999
2693,1,5607.3,Q3,Yes,6.0,47,Offer B,Yes,29.15,Yes,DSL,52.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,85.3,4107.25,1370.05
2694,1,6719.69,Q3,No,0.0,54,Offer B,Yes,17.76,Yes,Fiber Optic,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,959.0400000000001
2695,4,6789.0,Q3,No,0.0,50,Offer B,Yes,40.83,No,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.5,4747.5,2041.5
2696,2,4616.82,Q3,No,0.0,72,None,Yes,42.36,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.25,1566.9,2871.9325
2697,2,833.37,Q3,No,0.0,29,None,Yes,4.53,Yes,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25.15,702.0,131.37
2698,3,299.05,Q3,No,0.0,10,Offer D,No,0.0,No,Cable,29.0,No,No,No,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,29.6,299.05,0.0
2699,0,1607.99,Q3,Yes,5.0,18,Offer D,Yes,16.78,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.15,1305.95,302.04
2700,2,927.07,Q3,No,0.0,16,Offer D,Yes,40.17,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.75,284.35,642.72
2701,1,6947.38,Q3,No,0.0,72,None,Yes,8.29,Yes,Cable,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,6350.5,596.8799999999999
2702,1,10406.220000000001,Q3,No,0.0,72,None,Yes,35.11,Yes,Fiber Optic,22.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,109.2,7878.3,2527.92
2703,1,4219.21,Q3,Yes,7.5,41,Offer B,Yes,25.16,No,DSL,11.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.7,3187.65,1031.56
2704,4,4211.35,Q3,No,0.0,41,Offer B,Yes,37.55,Yes,DSL,30.0,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,65.0,2531.8,1539.55
2705,4,4568.09,Q3,No,0.0,42,Offer B,Yes,6.42,Yes,Fiber Optic,48.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.0,4298.45,269.64
